CONTROL_NUMBER,DONOR_AGE,URBANICITY,SES,CLUSTER_CODE,HOME_OWNER,DONOR_GENDER,INCOME_GROUP,RECENT_STAR_STATUS,TARGET_B,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT,WEALTH_RATING,MEDIAN_HOME_VALUE,MEDIAN_HOUSEHOLD_INCOME,PCT_OWNER_OCCUPIED,PCT_VIETNAM_VETERANS,PER_CAPITA_INCOME,_NAME_,causes donated to last year,familiarity with programs,willingness to recommend
1419,72,R,3,51,H,M,2,0,0,101,0,0,A,1,17.5,2,0,26,27,68,105,8,13.13,15,20,26,92,4,466,266,86,27,11133,survey_value,4,3,9
1431,76,R,2,49,H,M,2,0,0,53,0,1,A,4,10.38,8,3,15,27,69,135,17,7.94,16,19,15,52,2,412,297,80,32,12061,survey_value,5,4,10
1434,33,S,2,20,U,F,2,0,0,65,0,1,A,1,14.29,7,5,25,33,83,282,19,14.84,10,15,25,57,7,928,387,86,33,18255,survey_value,5,4,10
1442,38,C,1,24,H,F,5,0,1,29,0,1,A,2,20.13,8,6,17,26,78,350,19,18.42,15,25,6,53,,1602,459,70,40,18855,survey_value,0,0,5
1468,,U,3,8,U,F,,1,0,29,0,1,S,3,6.38,8,5,20,26,66,98,16,6.13,6,10,18,53,,1395,190,59,13,7178,survey_value,4,3,9
1477,,?,?,,U,M,5,0,0,65,0,0,A,3,14.33,3,1,17,24,66,106,8,13.25,6,14,17,55,5,1287,418,75,0,18427,survey_value,3,3,8
1480,,U,3,9,U,F,1,0,0,65,0,1,A,1,33.75,4,1,15,28,69,330,10,33,5,35,7,57,3,1507,421,84,34,12044,survey_value,4,4,9
1485,47,C,1,24,H,F,3,0,0,65,0,0,A,1,19.5,2,2,17,25,64,78.46,7,11.21,18,23,17,56,7,1930,466,80,34,16892,survey_value,3,2,8
1493,49,S,1,11,H,M,6,11,0,137,0,1,A,1,9,5,3,15,40,108,170,23,7.39,8,9,15,127,6,1904,568,78,39,23814,survey_value,5,4,10
1495,49,S,1,13,H,F,5,0,0,125,0,1,A,1,92.5,2,1,18,37,94,595,10,59.5,75,100,18,123,9,5856,976,85,38,33638,survey_value,0,0,5
1499,61,S,1,14,U,M,,0,0,41,0,1,A,3,20.75,8,3,15,27,74,330,19,17.37,20,15,15,53,,2132,632,92,37,27547,survey_value,4,3,9
1502,51,S,1,14,H,F,7,0,0,65,0,0,A,1,15,1,0,18,16,45,47,4,11.75,5,15,18,57,9,1765,542,94,34,19984,survey_value,4,3,9
1505,,R,2,44,U,M,,0,0,41,0,0,A,2,14,5,4,19,26,69,103,8,12.88,10,10,19,52,,856,176,26,38,12868,survey_value,5,4,10
1544,45,S,1,11,H,F,7,0,1,53,0,0,A,1,20,1,0,18,17,45,52,4,13,10,20,18,52,7,3260,509,79,42,19165,survey_value,2,2,7
1548,68,T,1,35,H,M,7,0,0,53,0,0,A,1,25,1,0,26,11,33,75,3,25,0,25,26,49,9,1679,776,93,34,26873,survey_value,1,0,6
1549,81,S,1,13,U,M,,0,1,53,0,0,A,1,50,1,1,24,12,35,150,3,50,0,50,24,49,9,5863,1500,85,7,174523,survey_value,3,2,8
1556,49,C,2,25,U,F,1,0,1,41,0,0,E,1,15,1,0,15,12,39,49,4,12.25,5,15,15,49,3,2167,346,92,55,27423,survey_value,2,1,7
1611,78,C,3,31,H,M,1,5,0,137,0,1,A,1,13.2,5,4,18,44,108,227,26,8.73,18,5,4,128,4,409,114,40,21,8565,survey_value,2,1,7
1617,75,S,1,13,H,F,4,0,1,29,0,1,A,3,11.67,6,5,11,24,63,112,11,10.18,15,11,6,45,,5970,1386,94,16,62822,survey_value,2,1,7
1628,55,?,?,,U,F,1,0,0,17,0,0,E,1,15,1,1,15,9,25,20,2,10,10,15,15,44,,701,241,48,0,11437,survey_value,1,1,6
1631,45,U,2,7,U,F,3,0,0,29,0,1,A,3,18.55,11,7,15,26,70,306,20,15.3,20,20,5,44,,720,188,28,35,10789,survey_value,4,3,9
1635,47,S,1,14,U,M,,0,0,89,0,1,A,1,15,1,0,26,26,72,62,8,7.75,10,15,26,80,9,3453,1103,84,51,48827,survey_value,0,0,5
1646,50,C,3,30,H,M,5,10,1,101,0,1,A,1,8.33,3,1,17,34,85,121,16,7.56,12,10,17,103,0,675,163,28,76,7083,survey_value,2,2,7
1652,,C,2,27,U,M,,0,0,41,0,0,A,1,26,2,2,20,22,56,112,5,22.4,12,27,20,40,,399,241,72,34,11333,survey_value,5,4,10
1656,,R,2,45,U,F,2,1,0,137,0,1,S,4,6.5,10,6,18,45,104,162,24,6.75,11,5,18,123,4,473,265,77,37,11454,survey_value,3,3,8
1673,67,T,1,35,H,F,5,5,1,137,0,1,A,1,12.8,5,4,21,46,107,310,32,9.69,15,14,21,127,8,1033,427,85,23,12145,survey_value,0,0,5
1685,67,R,2,46,U,U,,0,1,29,0,0,A,1,14,4,3,22,17,38,56,4,14,16,26,22,33,,1130,333,61,29,15654,survey_value,5,4,10
1703,,?,?,,U,M,,0,0,29,0,0,A,1,13.33,3,3,22,15,40,40,3,13.33,10,20,22,33,,2158,308,48,0,13797,survey_value,5,4,10
1709,78,C,3,31,H,M,1,0,0,29,0,0,A,3,17,5,3,17,18,51,105,6,17.5,20,30,17,33,,532,163,27,34,13155,survey_value,2,1,7
1722,45,C,1,24,H,M,7,0,1,125,0,1,A,1,14.29,7,4,11,37,103,348,26,13.38,15,20,5,120,8,1668,648,83,82,20187,survey_value,3,2,8
1731,79,S,1,13,H,M,5,0,1,29,0,1,A,2,11.38,8,3,14,21,55,130,11,11.82,9,12,6,33,,1982,786,90,11,48843,survey_value,3,2,8
1742,76,T,2,36,H,F,2,0,0,29,0,0,A,1,11.67,3,2,19,15,38,35,3,11.67,5,15,19,33,,521,304,80,27,13437,survey_value,1,0,6
1748,74,C,2,27,H,M,2,0,0,29,0,0,A,1,26,2,1,19,18,48,67,3,22.33,12,27,19,33,,406,260,72,37,13017,survey_value,2,1,7
1765,,C,2,26,H,M,2,1,0,137,0,1,S,3,5,6,4,22,25,60,84,18,4.67,7,10,18,130,,2262,227,59,30,14996,survey_value,1,1,6
1779,,T,3,41,U,M,,4,1,41,0,1,A,1,14.25,4,3,19,27,71,104,8,13,15,17,7,45,,417,131,27,0,6858,survey_value,5,4,10
1789,79,C,3,33,U,M,1,1,0,65,0,1,S,3,10,10,6,17,26,64,225,25,9,5,10,17,65,8,613,157,51,36,15708,survey_value,1,1,6
1794,,?,?,,U,U,1,0,0,89,0,1,A,2,11,5,4,17,41,104,214,19,11.26,15,15,17,89,4,950,244,67,34,9872,survey_value,3,2,8
1799,,C,2,27,H,M,5,0,1,77,0,1,A,4,7.25,8,6,16,32,88,194,21,9.24,13,9,4,75,9,860,358,83,22,14984,survey_value,5,4,10
1808,43,S,1,12,U,F,5,0,0,29,0,0,N,1,16.67,3,1,23,15,39,50,3,16.67,10,20,23,32,,1072,517,91,50,22262,survey_value,4,3,9
1818,57,T,2,36,U,F,5,13,0,65,0,1,A,1,18,2,1,28,28,73,118,11,10.73,15,15,18,57,5,757,247,74,29,9829,survey_value,2,1,7
1819,55,T,1,34,H,M,7,4,0,89,0,1,A,1,8.88,8,5,19,33,85,196,26,7.54,9,10,18,88,9,820,489,87,46,20659,survey_value,0,0,5
1832,,?,?,,U,M,,0,0,29,0,1,A,2,21.67,6,5,17,22,56,180,8,22.5,23,27,17,32,,745,429,73,0,13502,survey_value,5,4,10
1863,43,T,2,38,H,U,6,1,0,101,0,1,S,3,10,6,3,16,25,61,96,13,7.38,12,12,16,101,6,713,343,16,42,17048,survey_value,0,0,5
1889,57,T,2,40,H,F,5,0,0,29,0,1,A,4,10.67,6,6,17,21,56,113,13,8.69,12,10,6,32,,1162,363,82,40,13579,survey_value,0,0,5
1893,82,U,2,7,U,M,,1,0,125,0,1,S,2,9,5,4,16,36,87,198,27,7.33,7,10,16,123,3,1759,326,37,33,11581,survey_value,4,4,9
1899,49,S,2,18,H,M,5,0,1,89,0,1,A,2,10.75,4,3,15,25,67,92,9,10.22,11,12,15,85,,1519,346,45,45,14162,survey_value,5,4,10
1902,60,C,2,28,H,F,5,0,0,41,0,1,A,1,14.33,6,4,15,25,63,112,8,14,15,20,15,44,4,629,262,60,39,12706,survey_value,5,4,10
1909,76,R,2,47,U,M,1,1,0,125,0,1,S,4,3.18,11,4,-10,34,88,97,32,3.03,3,3,16,122,0,557,186,76,19,10179,survey_value,3,2,8
1913,73,U,3,8,U,M,2,0,0,29,0,1,A,3,17.5,4,3,17,19,45,110,7,15.71,10,20,7,32,,595,305,58,31,11830,survey_value,5,4,10
1920,81,U,3,9,H,M,4,0,1,137,0,1,A,2,9,7,4,17,35,98,214.5,31,6.92,12,10,6,123,1,1032,305,39,35,18324,survey_value,2,2,7
1925,72,T,1,35,H,M,5,0,1,29,0,0,A,1,18.33,3,2,23,17,44,55,3,18.33,10,25,23,33,,3461,404,78,32,17618,survey_value,0,0,5
1927,39,T,1,35,U,F,3,0,1,89,0,0,A,1,15,2,1,19,25,73,80,6,13.33,5,15,19,87,3,1133,615,90,42,22163,survey_value,4,3,9
1928,81,T,2,38,H,F,2,0,0,65,0,1,A,3,4.88,8,7,22,21,47,68,15,4.53,8,5,22,57,,1104,370,49,32,18621,survey_value,3,3,8
1959,39,S,1,15,H,F,7,0,1,17,0,0,F,1,35,3,2,15,14,41,105,3,35,25,30,15,29,,2670,394,35,39,24896,survey_value,0,0,5
1962,37,T,1,34,H,F,7,0,0,29,0,1,A,2,11.75,4,3,21,18,47,47,4,11.75,5,15,21,33,,2354,355,52,32,38707,survey_value,0,0,5
1968,76,?,?,,U,M,,12,0,113,0,1,A,1,10.5,4,4,17,31,77,95,9,10.56,12,15,17,105,7,2677,558,95,0,20932,survey_value,0,0,5
1970,,T,2,40,U,F,6,0,0,113,0,1,A,2,6.17,6,4,17,31,74,80,16,5,8,10,17,102,,680,408,90,32,14304,survey_value,0,0,5
1973,52,U,2,7,H,F,5,0,0,77,0,1,A,4,6.33,6,2,19,28,79,132,13,10.15,20,11,10,68,6,3002,265,55,0,12323,survey_value,0,0,5
1975,61,R,2,46,H,M,4,0,0,17,0,0,N,3,12,4,2,15,13,42,48,4,12,6,12,15,29,,694,244,82,29,11060,survey_value,1,1,6
1979,63,C,2,29,H,M,3,0,0,17,0,0,N,3,8.33,3,2,16,15,38,36,5,7.2,5,6,15,45,,694,244,62,4,17285,survey_value,1,1,6
1985,51,T,1,35,H,M,5,11,0,125,0,1,A,1,10.5,2,2,24,35,95,341,34,10.03,11,11,24,125,7,1407,509,88,41,21052,survey_value,3,3,8
1986,75,U,1,2,U,F,,1,1,137,0,1,S,3,6.75,8,3,16,45,111,161,29,5.55,6,6,6,128,5,1368,379,84,41,23121,survey_value,2,2,7
2018,80,U,1,1,H,F,7,0,0,89,0,1,A,2,8.6,5,2,16,33,83,118,16,7.38,9,7,16,86,9,5315,483,39,19,42350,survey_value,2,1,7
2020,73,S,1,14,U,F,6,1,1,137,0,1,S,3,8.67,9,2,11,42,106,294,40,7.35,9,8,11,129,9,3556,735,94,25,34382,survey_value,0,0,5
2027,73,S,2,18,H,M,4,1,0,77,0,1,S,1,36.25,8,2,16,34,90,492,16,30.75,35,40,16,75,8,599,342,62,41,13232,survey_value,0,0,5
2052,,S,1,14,U,M,,0,0,41,0,1,A,4,8,5,3,17,17,44,50,7,7.14,5,10,17,38,,1213,591,98,32,24571,survey_value,3,3,8
2058,,R,2,43,H,M,6,0,0,29,0,1,E,4,12,5,3,19,13,42,75,6,12.5,5,15,16,33,,605,218,67,51,11046,survey_value,1,1,6
2063,57,C,3,31,U,F,1,0,0,29,0,0,A,3,14,6,2,17,20,52,94,7,13.43,10,20,17,29,,543,222,48,22,10880,survey_value,3,2,8
2081,,?,?,,U,F,3,4,1,113,0,1,A,1,7.82,11,7,12,36,88,384,49,7.84,9,8,4,106,,871,381,77,0,16559,survey_value,4,3,9
2085,52,C,2,27,H,M,4,0,1,65,0,1,A,2,19.67,6,4,12,31,85,251,13,19.31,18,20,7,64,8,852,426,87,54,14762,survey_value,2,2,7
2087,,T,2,39,U,M,5,0,0,41,0,1,A,4,6.44,9,4,15,23,62,94,15,6.27,6,5,15,40,,649,290,62,36,13872,survey_value,3,3,8
2097,87,C,2,25,U,M,,0,0,113,0,1,A,1,16.33,3,2,25,37,87,178,14,12.71,15,18,25,110,3,1102,418,66,41,20604,survey_value,2,2,7
2113,57,S,1,14,U,F,7,1,0,65,0,1,S,2,9.67,6,4,25,25,60,156,20,7.8,7,10,25,57,3,828,318,61,52,14887,survey_value,4,3,9
2151,47,C,3,31,H,M,5,1,1,113,0,1,S,3,24.17,6,4,18,36,98,832,40,20.8,30,25,18,110,,1126,243,27,0,8614,survey_value,3,2,8
2153,73,S,2,18,H,M,2,1,1,137,0,1,S,2,8.83,6,5,11,39,93,234,31,7.55,11,9,8,126,7,839,363,73,34,15463,survey_value,1,1,6
2154,77,R,2,46,H,M,2,4,1,137,0,1,A,1,16.6,5,5,17,33,77,291,15,19.4,30,12,17,112,2,655,258,89,12,13780,survey_value,4,4,9
2159,78,R,2,49,H,F,3,13,1,113,1,1,A,1,12.33,3,2,19,34,81,139,15,9.27,14,10,5,105,1,198,193,76,27,8898,survey_value,3,2,8
2162,,T,2,36,U,U,2,6,0,101,0,1,A,1,10.5,4,2,19,28,78,126,13,9.69,10,7,19,93,6,463,253,64,23,12483,survey_value,5,4,10
2166,43,R,2,47,H,F,4,1,0,137,0,1,S,4,10.14,7,3,18,32,69,133,17,7.82,8,11,18,124,,475,241,78,23,12442,survey_value,1,1,6
2168,45,S,1,12,U,F,3,0,0,41,0,1,A,3,10.57,7,4,18,23,55,101,11,9.18,7,12,18,45,8,1566,538,85,50,20755,survey_value,5,4,10
2170,67,T,2,38,H,F,3,1,1,101,0,1,S,2,8.57,7,7,11,35,90,213,28,7.61,9,8,11,97,5,923,299,85,30,15965,survey_value,2,2,7
2194,37,?,?,,H,M,7,1,1,65,0,1,S,4,4.43,7,6,12,25,59,61,15,4.07,3,4,12,63,7,1006,282,54,0,19466,survey_value,4,3,9
2211,,R,2,46,U,U,,0,0,17,0,0,F,1,21.5,2,2,16,12,30,63,3,21,3,20,6,21,,492,244,79,33,10818,survey_value,3,2,8
2231,24,T,2,36,H,M,3,1,1,41,0,1,S,4,12.11,9,7,11,18,45,114,10,11.4,14,15,11,38,,564,217,64,30,12315,survey_value,4,3,9
2233,79,R,2,46,H,F,2,0,0,77,0,1,A,4,5.5,6,4,17,21,56,68,13,5.23,4,5,7,76,,572,224,79,21,9363,survey_value,1,1,6
2235,65,C,2,29,H,M,6,1,1,77,0,1,S,1,16.67,6,5,17,29,76,178,17,10.47,22.5,25,6,69,6,878,285,91,12,16534,survey_value,1,1,6
2238,67,R,2,44,U,M,1,1,0,113,0,1,S,2,12.8,5,4,15,35,86,144,16,9,12,7,15,110,5,970,274,88,33,14747,survey_value,2,2,7
2242,,R,1,42,H,F,4,0,0,29,0,0,N,2,12.5,2,2,20,15,40,55,3,18.33,20,10,20,24,,863,373,80,46,13693,survey_value,0,0,5
2244,53,S,2,17,H,F,5,7,0,77,0,1,A,1,18.33,3,3,21,25,70,160,9,17.78,15,20,6,75,2,843,290,48,34,11988,survey_value,3,3,8
2252,,S,1,15,U,M,,1,0,41,0,1,S,3,8.75,8,6,13,19,52,73,10,7.3,12,13,13,41,,758,366,37,32,17310,survey_value,0,0,5
2262,57,U,1,2,H,F,5,1,1,137,0,1,S,2,7.86,7,6,12,37,96,235,36,6.53,8,3,12,126,6,1778,411,65,28,18236,survey_value,5,4,10
2289,59,T,2,39,H,F,3,1,0,89,0,1,S,4,6.73,11,7,11,28,72,134,20,6.7,8,3,11,89,3,507,260,75,29,12533,survey_value,4,4,9
2291,,T,3,41,U,M,3,1,0,65,0,1,S,4,4.4,10,7,11,23,64,117,28,4.18,6,2,11,65,3,447,209,72,25,10378,survey_value,4,3,9
2298,,C,3,33,H,F,2,0,0,89,0,0,A,1,10,2,2,21,26,66,92,10,9.2,10,5,21,86,4,589,256,93,0,15455,survey_value,5,4,10
2311,,?,?,,U,M,,0,1,65,0,0,A,4,6,7,3,15,27,66,80,15,5.33,7,7,7,62,,817,488,95,0,18712,survey_value,2,1,7
2314,80,U,1,3,U,F,,7,0,89,0,1,A,1,8.17,6,3,13,29,83,204,23,8.87,22,10,13,81,7,3500,332,42,25,18359,survey_value,4,4,9
2315,,R,2,45,U,F,,0,1,137,0,0,A,1,8,2,2,21,18,51,181,14,12.93,22,10,5,123,3,257,251,72,30,11934,survey_value,4,4,9
2320,16,S,2,20,H,F,1,1,1,89,0,1,S,3,4.63,8,6,16,31,81,119,31,3.84,9,3,16,88,7,634,336,70,3,14507,survey_value,4,3,9
2321,66,S,2,18,U,M,,1,1,113,0,1,S,2,26.25,4,3,18,35,95,580,15,38.67,55,25,9,113,5,2170,412,83,7,16335,survey_value,2,2,7
2334,51,T,2,39,H,F,3,0,0,89,0,1,A,4,11,7,5,12,32,83,198,17,11.65,11,10,9,87,8,591,280,62,38,11294,survey_value,5,4,10
2339,37,C,2,27,U,U,1,1,0,137,0,1,S,3,5,8,5,15,36,86,103,26,3.96,8,5,15,127,7,976,479,65,70,15723,survey_value,1,1,6
2340,84,C,2,26,U,F,2,0,0,41,0,0,A,1,13,2,2,21,21,49,71,5,14.2,6,16,21,41,,75,224,8,34,18798,survey_value,4,3,9
2365,43,T,1,35,U,M,5,0,1,53,0,1,A,4,5,9,7,12,23,60,64,14,4.57,8,4,12,53,9,1408,611,93,28,21203,survey_value,3,2,8
2379,49,T,1,35,H,M,7,0,1,65,0,1,A,1,15,2,1,18,26,66,87,8,10.88,15,12,8,63,9,1596,549,92,34,23345,survey_value,2,2,7
2384,47,T,2,39,H,M,2,0,0,89,0,1,A,3,14.2,5,2,12,20,56,82,8,10.25,17,15,12,79,,929,327,81,31,12995,survey_value,2,1,7
2393,44,C,3,30,U,M,,0,0,65,0,1,A,4,5.11,9,5,15,18,45,61,12,5.08,4,5,15,54,,397,207,60,35,10682,survey_value,4,3,9
2396,,T,2,36,U,U,,0,1,5,0,0,N,3,7.5,2,1,21,6,21,25,3,8.33,5,10,18,21,,588,233,91,8,10309,survey_value,3,2,8
2398,49,R,1,42,U,F,,5,0,53,0,1,A,1,20.2,5,3,11,25,62,185,9,20.56,18,12,8,52,6,1279,400,71,20,22159,survey_value,3,3,8
2408,34,?,?,,H,F,7,1,1,113,0,1,S,4,8,7,4,18,29,74,146,16,9.13,17,11,18,105,,4500,230,14,0,16425,survey_value,4,3,9
2415,42,S,1,13,H,F,6,0,1,17,0,0,F,1,17.5,2,1,16,12,27,35,2,17.5,15,25,16,20,,5501,817,95,12,41734,survey_value,3,2,8
2425,69,S,1,12,H,M,6,13,0,125,0,1,A,1,20,4,0,19,25,70,245,23,10.65,20,25,19,123,6,1308,441,59,35,15878,survey_value,1,1,6
2431,83,R,3,53,H,M,7,0,0,101,0,1,A,2,14.75,4,2,8,29,72,165,11,15,19,5,8,89,0,335,170,77,28,8650,survey_value,3,2,8
2444,82,R,2,46,U,M,2,0,0,137,0,1,A,1,17.5,2,1,16,35,85,136,13,10.46,20,25,16,128,0,744,175,68,15,10171,survey_value,4,3,9
2451,81,C,2,29,H,F,5,0,0,17,0,1,F,1,17.5,2,2,17,11,28,70,3,23.33,20,35,9,20,,2298,374,90,0,31281,survey_value,1,0,6
2464,56,?,?,,H,M,4,1,1,77,0,1,S,4,8.18,11,6,13,29,75,266,34,7.82,6,8,6,77,2,481,195,72,0,11476,survey_value,5,4,10
2466,78,U,1,3,U,M,2,0,0,77,0,1,A,1,7.5,8,3,12,26,65,96,14,6.86,12,8,5,67,,3240,406,46,8,21725,survey_value,4,3,9
2490,68,T,2,39,U,M,1,1,1,137,0,1,S,4,4.18,11,6,17,31,74,104.01,31,3.36,4.99,3,7,128,,620,323,75,55,11492,survey_value,1,1,6
2491,,R,2,49,U,F,,3,0,89,0,1,A,3,10,5,0,15,31,77,217,15,14.47,20,14,4,83,,678,308,76,18,10692,survey_value,4,3,9
2492,73,S,1,12,H,F,7,0,0,77,0,1,N,2,12,6,4,20,30,78,119,13,9.15,13,10,6,76,,2216,574,88,66,18866,survey_value,2,1,7
2495,68,S,3,21,U,M,,0,0,65,0,1,A,4,13.57,7,4,15,28,71,185,17,10.88,15,17,15,65,6,625,240,88,26,12972,survey_value,4,3,9
2499,,T,2,38,H,F,5,0,1,137,1,1,A,3,6.8,5,0,18,32,72,79,14,5.64,5,5,4,126,3,818,302,55,53,15112,survey_value,2,1,7
2501,63,C,2,25,H,F,5,0,0,17,0,0,F,1,13.67,3,2,15,10,26,41,3,13.67,6,16,15,20,,508,239,30,29,14236,survey_value,5,4,10
2503,79,C,1,24,H,M,3,0,0,17,0,1,N,1,13.33,3,1,13,8,23,55,4,13.75,5,15,9,20,,2811,524,88,13,23861,survey_value,2,2,7
2510,68,U,2,7,H,M,6,0,0,17,0,0,F,1,16.67,3,1,13,10,27,50,3,16.67,3,17,13,20,,959,292,35,12,11096,survey_value,5,4,10
2512,71,?,?,,H,M,5,0,1,17,0,0,F,1,25,2,1,16,11,28,50,2,25,0,25,16,20,,1250,319,41,0,25660,survey_value,2,2,7
2519,,S,2,18,H,M,4,0,1,29,0,0,A,4,9.29,7,5,11,18,48,85,9,9.44,10,10,6,33,,720,328,63,49,12646,survey_value,5,4,10
2525,41,S,1,14,H,F,7,0,0,17,0,1,F,1,10.5,4,1,12,10,29,49,5,9.8,17,7,8,20,,1601,633,96,61,21881,survey_value,5,4,10
2544,67,T,1,35,H,M,4,0,0,41,0,0,A,2,26.5,6,2,13,21,54,189,8,23.63,35,25,13,44,4,2486,425,76,38,17060,survey_value,1,1,6
2561,44,T,1,34,U,M,7,0,0,89,0,1,A,1,12.5,2,1,18,28,69,116,11,10.55,10,15,18,86,2,1144,408,82,30,18291,survey_value,4,3,9
2567,56,S,1,15,U,F,7,0,0,17,0,1,F,1,17.67,3,2,12,11,29,71,4,17.75,13,18,11,20,,1125,278,1,30,32761,survey_value,2,1,7
2583,75,S,1,12,H,F,5,0,1,77,0,1,A,4,4.78,9,5,14,25,62,76,16,4.75,2,5,14,75,,1085,489,84,26,20850,survey_value,3,3,8
2586,55,S,1,15,H,M,5,0,1,19,0,0,F,1,20,1,1,18,10,26,60,3,20,10,25,6,19,,916,338,35,36,19463,survey_value,0,0,5
2593,55,T,1,35,H,F,7,0,0,29,0,0,N,1,11.5,2,2,19,6,16,23,2,11.5,17,3,19,24,,654,406,86,45,15470,survey_value,4,4,9
2596,,?,?,,H,M,5,0,1,29,0,0,N,1,18.88,4,2,6,10,30,110.5,6,18.42,15,20.5,6,23,,505,205,65,0,9545,survey_value,4,3,9
2599,72,C,1,24,U,F,5,0,0,17,0,1,F,1,12.5,2,2,15,10,25,41,3,13.67,6,16,8,19,,886,521,95,13,17926,survey_value,3,3,8
2609,66,T,2,36,H,M,4,4,0,101,0,1,A,1,8.5,2,2,18,26,73,165,20,8.25,7,5,18,90,5,600,257,75,21,12433,survey_value,1,1,6
2615,,S,1,11,H,F,5,0,0,113,0,0,A,1,23.33,3,1,18,29,68,167,8,20.88,15,25,6,105,8,905,474,72,16,19298,survey_value,3,2,8
2623,69,U,4,10,H,F,1,0,0,17,0,1,N,2,28.33,3,2,6,14,35,110,4,27.5,10,35,6,21,,394,182,44,72,11277,survey_value,4,4,9
2628,87,S,1,14,U,F,5,0,0,17,0,0,N,2,11.67,3,2,16,12,26,35,3,11.67,10,15,16,18,,4474,514,76,99,25219,survey_value,1,1,6
2640,,S,2,17,U,F,,0,0,17,0,0,F,1,15,2,1,17,12,29,37,3,12.33,20,7,10,20,,1405,302,52,47,18806,survey_value,1,1,6
2643,58,S,1,15,U,F,,1,1,41,0,1,S,3,18.57,7,5,13,20,52,175,10,17.5,20,20,5,45,9,2123,422,42,58,37262,survey_value,1,1,6
2651,86,T,2,37,U,F,,1,0,137,0,1,S,2,10,4,4,16,39,89,141.5,20,7.08,7.5,10,16,125,3,381,219,61,28,11768,survey_value,2,1,7
2678,73,S,3,21,U,F,4,1,0,89,0,1,S,3,5,9,9,12,29,71,117,25,4.68,3,5,9,78,4,514,307,75,37,11671,survey_value,1,1,6
2687,72,C,1,22,H,F,4,1,0,137,0,1,S,4,6.5,8,7,8,36,92,193,31,6.23,7,3,8,126,8,629,296,63,0,16553,survey_value,2,1,7
2691,,C,2,25,U,U,,0,1,29,0,0,N,4,11.75,4,2,17,12,38,82,8,10.25,21,10,5,23,,834,260,40,28,13687,survey_value,1,0,6
2693,80,S,2,20,U,M,2,0,0,41,0,0,A,2,11.25,4,2,16,20,52,82,8,10.25,10,12,5,41,,544,185,61,28,13238,survey_value,2,2,7
2749,77,U,1,2,H,F,7,0,0,53,0,1,A,4,12.78,9,6,12,23,68,172,15,11.47,15,20,6,53,9,899,322,81,15,15910,survey_value,0,0,5
2757,35,U,3,9,U,F,3,1,1,77,0,1,S,3,9,4,3,17,28,71,142,17,8.35,6,5,17,76,2,770,103,10,29,10556,survey_value,3,2,8
2781,52,U,2,6,H,F,5,0,1,17,0,0,F,1,15,1,1,17,7,18,18,2,9,12,15,17,17,,2432,340,62,14,13558,survey_value,0,0,5
2796,,R,2,44,H,M,5,0,1,29,0,0,N,1,15,2,2,17,11,27,30,2,15,10,10,17,24,,682,374,75,50,17213,survey_value,3,2,8
2797,,S,1,13,H,F,6,0,0,53,0,1,A,4,6.11,9,4,10,23,58,101,15,6.73,7,12,6,52,,1173,371,87,5,17174,survey_value,4,3,9
2798,,?,?,,U,F,,0,0,21,0,0,N,3,5,3,2,15,6,18,15,3,5,0,5,15,21,,1073,160,39,0,17821,survey_value,5,4,10
2809,29,C,1,24,H,F,7,0,1,137,0,1,A,1,13.5,2,2,17,29,69,136,13,10.46,14,10,17,130,,1219,451,79,34,25551,survey_value,3,2,8
2814,72,S,3,21,H,F,1,0,0,29,0,1,N,3,7.33,3,2,15,13,32,32,4,8,5,10,15,24,,447,251,59,36,8750,survey_value,3,3,8
2846,,T,2,39,H,M,7,0,0,53,0,1,A,2,10.2,5,4,16,20,52,61,8,7.63,12,15,16,52,,946,320,79,22,12656,survey_value,5,4,10
2852,67,T,2,39,H,F,2,5,0,65,0,1,A,1,10.8,5,2,16,24,62,122,13,9.38,12,3,8,66,3,622,319,33,41,15687,survey_value,0,0,5
2853,,?,?,,U,F,,0,1,137,0,1,A,4,8.83,6,4,16,33,77,171,22,7.77,8,10,7,121,2,682,265,81,0,16860,survey_value,1,1,6
2855,61,U,3,8,H,F,4,0,0,77,0,0,A,1,20,2,0,16,25,64,82,7,11.71,18,20,16,76,4,1662,374,81,23,12192,survey_value,4,3,9
2861,60,S,2,18,U,M,2,1,1,113,0,1,S,2,10.43,7,5,16,33,83,218,28,7.79,10,5,8,112,6,817,388,82,40,13502,survey_value,1,1,6
2867,,R,2,43,U,F,,0,1,17,0,1,N,2,11.67,3,1,16,13,31,45,4,11.25,5,10,8,21,,476,200,74,38,9379,survey_value,0,0,5
2868,16,S,3,21,U,F,,1,0,137,0,1,S,3,4.8,5,1,16,33,80,98,23,4.26,5,3,16,128,4,1601,321,66,16,11856,survey_value,0,0,5
