TARGET_B,CONTROL_NUMBER,MONTHS_SINCE_ORIGIN,IN_HOUSE,PEP_STAR,RECENCY_STATUS_96NK,FREQUENCY_STATUS_97NK,RECENT_AVG_GIFT_AMT,RECENT_RESPONSE_COUNT,RECENT_CARD_RESPONSE_COUNT,MONTHS_SINCE_LAST_PROM_RESP,LIFETIME_CARD_PROM,LIFETIME_PROM,LIFETIME_GIFT_AMOUNT,LIFETIME_GIFT_COUNT,LIFETIME_AVG_GIFT_AMT,LIFETIME_GIFT_RANGE,LAST_GIFT_AMT,MONTHS_SINCE_LAST_GIFT,MONTHS_SINCE_FIRST_GIFT
1,2796,29,0,0,N,1,15,2,2,17,11,27,30,2,15,10,10,17,24
0,2797,53,0,1,A,4,6.11,9,4,10,23,58,101,15,6.73,7,12,6,52
0,2798,21,0,0,N,3,5,3,2,15,6,18,15,3,5,0,5,15,21
1,2809,137,0,1,A,1,13.5,2,2,17,29,69,136,13,10.46,14,10,17,130
0,2814,29,0,1,N,3,7.33,3,2,15,13,32,32,4,8,5,10,15,24
0,2846,53,0,1,A,2,10.2,5,4,16,20,52,61,8,7.63,12,15,16,52
0,2852,65,0,1,A,1,10.8,5,2,16,24,62,122,13,9.38,12,3,8,66
1,2853,137,0,1,A,4,8.83,6,4,16,33,77,171,22,7.77,8,10,7,121
0,2855,77,0,0,A,1,20,2,0,16,25,64,82,7,11.71,18,20,16,76
1,2861,113,0,1,S,2,10.43,7,5,16,33,83,218,28,7.79,10,5,8,112
1,2867,17,0,1,N,2,11.67,3,1,16,13,31,45,4,11.25,5,10,8,21
0,2868,137,0,1,S,3,4.8,5,1,16,33,80,98,23,4.26,5,3,16,128
1,2889,137,0,1,S,4,3.4,5,3,16,17,52,70,22,3.18,2,3,5,128
0,2931,113,1,0,A,2,14.25,4,2,18,28,76,125,10,12.5,12,15,16,105
1,2935,17,0,0,F,1,50,1,1,17,6,32,90,4,22.5,40,20,10,17
0,2941,53,0,0,A,1,14.5,2,2,16,18,55,63,8,7.88,15,20,16,53
1,2950,77,0,1,S,3,8,2,0,19,21,78,97,20,4.85,10,5,5,76
1,2951,113,0,1,S,4,5.57,7,4,13,32,96,152.5,30,5.08,8,5,4,103
0,2952,89,1,1,S,4,12,6,2,19,26,117,304,34,8.94,12,10,11,81
0,2964,77,1,1,A,3,10.43,7,2,8,27,103,205,24,8.54,13,10,4,69
0,2989,29,1,0,A,1,22.5,2,1,24,10,34,95,4,23.75,10,20,16,28
0,2991,113,1,1,A,3,5.6,5,3,21,33,88,131,22,5.95,9,5,6,104
0,2996,41,0,0,A,4,16.67,6,3,20,13,44,115,8,14.38,15,10,16,41
0,2997,125,0,1,S,4,5.33,9,7,21,28,83,119,28,4.25,8,5,9,118
0,3000,41,1,0,A,3,16,3,2,20,16,56,91,7,13,14,15,19,41
0,3008,125,1,1,A,2,11.25,4,2,18,35,99,148,17,8.71,12.5,10,13,124
1,3009,77,1,1,A,2,11.5,4,2,22,25,74,158,16,9.88,10,15,16,77
0,3011,137,1,1,S,3,9.25,4,1,15,37,102,188,28,6.71,8,10,7,126
0,3012,113,1,1,A,1,11,2,0,26,29,83,173,19,9.11,22,25,16,113
1,3018,65,1,0,A,1,15,2,1,24,17,56,72,6,12,17,19,5,64
0,3026,101,1,1,A,1,15,3,1,18,31,88,156,16,9.75,12,13,6,93
0,3028,41,1,1,A,4,6.88,8,5,17,17,51,93,14,6.64,6,10,6,45
0,3054,29,1,0,A,2,16.2,5,4,19,27,70,153,11,13.91,15,15,5,44
0,3063,101,1,1,A,2,12.33,3,2,15,22,62,123,13,9.46,8,10,5,92
0,3070,89,1,0,A,1,25,1,1,20,23,79,130,7,18.57,15,25,16,88
0,3093,41,1,0,A,1,15,2,1,19,14,40,85,4,21.25,45,50,16,41
0,3099,29,1,1,A,2,12.75,4,2,14,13,43,61,5,12.2,16,10,14,29
1,3109,137,1,1,A,1,25,1,0,9,35,110,787,37,21.27,38,25,4,129
1,3118,17,1,0,N,2,20,1,1,21,8,31,41,3,13.67,14,15,16,21
0,3122,17,1,0,F,1,20,1,0,20,9,35,65,4,16.25,5,15,5,20
0,3141,101,1,0,F,2,20,3,1,17,30,89,122,9,13.56,21,10,16,92
0,3143,17,1,0,N,3,13.33,3,1,14,9,42,68,5,13.6,5,15,14,17
0,3155,137,1,1,S,3,6.2,5,1,15,32,86,100.07,17,5.89,9.93,7,13,126
0,3160,65,1,0,A,2,17.33,3,2,18,19,66,98,7,14,20,25,16,57
0,3169,89,1,1,A,2,32.5,2,2,16,24,75,168,12,14,34,35,16,89
0,3208,41,1,1,S,4,9.86,7,7,17,23,65,115,13,8.85,10,10,8,41
0,3214,89,1,1,A,1,16.67,3,1,23,28,82,213,13,16.38,15,25,4,81
0,3227,77,1,1,A,1,20,1,0,30,23,73,100,9,11.11,15,15,16,74
0,3237,77,0,0,A,3,11.25,4,2,18,20,68,115,12,9.58,12,15,10,69
0,3242,65,1,1,S,4,11.2,10,6,16,24,70,255,26,9.81,9,11,16,64
1,3252,89,1,1,A,1,16,1,1,24,23,69,108,10,10.8,11,10,10,79
0,3273,17,1,0,F,1,15,2,1,14,8,30,50,4,12.5,10,10,13,17
0,3275,29,1,0,A,1,12.5,2,1,19,11,38,40,3,13.33,5,15,16,28
0,3283,137,1,1,A,2,15,2,1,21,28,75,99,10,9.9,15,10,16,128
0,3304,77,1,1,A,1,50,3,1,18,25,79,507,20,25.35,95,100,4,76
0,3311,137,1,1,A,1,10.67,3,2,24,29,83,178,24,7.42,9,10,4,124
1,3312,29,1,1,A,4,10.67,6,2,18,15,46,103,9,11.44,10,15,6,29
0,3318,41,1,0,A,3,8.5,4,1,19,17,55,69,9,7.67,5,10,15,44
0,3319,101,1,1,A,2,19,2,0,20,25,83,136,10,13.6,10,10,15,93
0,3325,113,1,1,S,2,8.33,3,0,18,28,76,87,14,6.21,7,10,5,105
0,3359,77,1,0,A,1,37.5,2,2,25,27,80,217,10,21.7,28,21,6,76
0,3366,17,0,0,F,1,15,1,1,15,5,28,30,2,15,15,0,5,16
0,3399,41,1,1,S,3,13.75,4,3,20,17,60,105,9,11.67,13,15,15,44
0,3412,29,1,1,S,4,9.67,6,5,21,14,45,74,8,9.25,4,10,15,33
0,3414,77,1,0,A,1,19,2,1,27,19,60,111,7,15.86,22,25,15,77
0,3424,17,1,0,F,1,20,1,1,16,7,29,70,2,35,30,50,15,16
0,3451,77,0,0,A,1,0,0,0,,14,61,105,7,15,18,15,4,66
0,3463,113,1,1,A,3,9,3,1,16,25,73,69,14,4.93,8,5,8,113
0,3480,125,1,1,A,3,13.25,4,2,16,32,92,234,18,13,5,15,9,112
0,3484,137,1,1,A,1,21,2,1,25,35,94,235,23,10.22,23,10,15,120
1,3496,65,1,0,A,1,12.5,2,2,21,17,56,60,5,12,5,15,15,57
1,3504,29,1,1,S,4,15.88,8,3,15,14,48,142,9,15.78,10,18,15,33
0,3513,17,1,0,F,1,25,1,0,20,8,30,50,2,25,0,25,15,20
0,3522,17,0,0,F,1,15,1,1,17,5,28,25,3,8.33,15,5,11,17
0,3524,41,1,0,A,4,9.25,4,1,19,23,72,87,11,7.91,5,10,6,52
0,3525,113,1,1,S,2,10,1,1,25,33,86,253,20,12.65,21,22,7,103
0,3539,77,1,1,S,4,8,7,6,17,24,70,135,19,7.11,7,10,15,76
1,3550,101,1,1,A,1,15,1,0,19,18,65,69,6,11.5,5,10,15,90
1,3553,65,1,1,S,4,21.17,6,5,21,20,68,228,14,16.29,20,25,4,65
1,3579,29,1,0,N,2,18,2,1,18,10,37,46,3,15.33,8,10,15,24
1,3608,137,1,1,A,2,28,3,2,19,34,96,477,24,19.88,27,30,6,126
0,3612,89,1,0,A,2,11.67,3,3,17,23,71,108,10,10.8,20,25,15,81
0,3613,77,1,0,A,2,11.5,4,2,19,20,67,93,10,9.3,11,10,4,68
0,3615,137,1,1,S,4,10.5,4,2,15,26,84,137,17,8.06,12,15,15,119
0,3628,137,1,1,S,2,14.25,4,3,17,33,93,189,18,10.5,12,10,15,123
1,3631,29,1,1,N,4,13.2,5,3,16,12,43,118,9,13.11,10,10,5,24
0,3636,137,1,1,S,3,10,3,1,18,32,85,140,16,8.75,5,10,15,129
1,3638,29,1,0,A,3,13,3,3,15,12,40,61,5,12.2,5,14,15,28
0,3639,41,1,0,A,2,13.33,3,3,22,15,49,72,6,12,5,10,15,44
0,3641,65,1,1,S,3,13.5,6,4,21,20,61,136,13,10.46,12,10,15,56
1,3651,29,1,0,A,2,17.5,2,2,21,14,42,155,6,25.83,40,50,6,29
0,3660,77,0,0,A,4,16.13,8,6,16,23,76,206,15,13.73,15,20,15,77
1,3685,113,1,1,S,2,11,2,1,16,31,86,193,19,10.16,10,15,5,113
1,3691,17,0,0,F,1,20,1,0,15,6,29,40,2,20,0,20,14,15
0,3698,17,0,0,F,1,25,1,1,17,6,16,25,1,25,25,0,16,17
0,3700,101,1,0,A,1,13.33,3,1,27,27,71,107,9,11.89,10,15,15,100
0,3706,137,1,1,A,1,10,3,0,19,35,94,176,24,7.33,7,8,4,128
0,3718,137,1,1,S,4,31.67,3,1,15,35,92,775,18,43.06,85,25,15,120
0,3742,137,1,1,A,1,0,0,0,,37,109,446,30,14.87,23,15,18,127
1,3746,137,1,1,S,1,8.75,4,2,19,33,102,310,32,9.69,20,10,19,129
0,3750,113,1,0,A,4,19.8,5,2,17,23,56,178,13,13.69,20,25,17,121
0,3759,125,1,1,A,1,8.57,7,5,17,33,85,217,18,12.06,13,10,17,110
1,3763,65,1,1,A,4,26.5,8,4,12,29,109,825,17,48.53,165,25,4,69
0,3769,101,1,1,A,1,31,1,0,18,26,73,228,9,25.33,35,50,5,98
0,3811,113,1,0,A,3,17.25,4,3,21,30,79,169,12,14.08,10,15,18,104
0,3819,125,1,1,A,3,10.75,4,2,20,25,85,121,13,9.31,10,11,20,125
1,3825,113,1,1,S,2,13.5,2,0,24,31,122,289,25,11.56,10,15,8,105
0,3827,137,1,1,S,3,20,3,3,16,24,55,188,14,13.43,20,20,16,127
0,3864,137,1,1,A,1,15,2,2,16,30,74,146,16,9.13,17,20,16,130
0,3868,89,1,0,A,3,7.5,4,1,18,22,63,62,8,7.75,5,10,18,81
0,3873,113,1,1,S,2,33.75,4,4,22,34,89,555,26,21.35,30,35,22,111
0,3875,137,1,1,A,1,33,1,1,25,36,89,386,19,20.32,28,33,25,112
0,3885,137,1,1,S,2,32.25,4,4,21,34,133,721,35,20.6,34,24,17,113
0,3886,137,1,1,A,1,10,2,0,16,21,61,172,24,7.17,5,10,16,129
1,3891,137,1,1,A,3,25.67,3,2,17,33,124,345,18,19.17,25,25,16,127
0,3915,101,1,0,A,3,5.8,5,4,17,29,111,166,27,6.15,5,10,7,92
1,3918,137,1,1,S,3,15.67,3,3,17,32,129,333,26,12.81,20,16,16,123
1,3931,17,1,0,F,1,15,1,1,21,6,32,35,2,17.5,5,15,21,50
1,3933,113,1,1,A,1,11,1,1,21,27,72,137,16,8.56,18,11,21,139
0,3937,137,1,1,A,1,20,1,1,22,15,70,147,14,10.5,15,10,14,119
0,3952,137,1,1,A,1,14.6,5,4,16,34,126,452,44,10.27,13,16,16,128
1,3953,65,1,0,A,1,20,1,0,26,18,58,65,4,16.25,10,20,26,56
0,3964,89,1,1,S,3,50,4,1,18,27,120,1551,33,47,31,50,15,80
0,3965,137,1,0,A,1,50,2,0,17,38,100,418,13,32.15,47,50,17,126
0,3976,137,1,1,S,4,7.75,6,4,15,31,123,207.5,28,7.41,9,9,15,122
1,3985,101,1,1,A,1,11.5,2,1,27,33,110,265.9,26,10.23,16,11,7,93
0,3986,101,1,1,A,1,13.67,3,1,26,29,114,219,21,10.43,10,10,11,105
0,3995,113,1,1,A,2,10.4,5,2,15,27,80,106,12,8.83,7,10,15,102
0,4000,137,1,1,S,4,7.38,8,5,20,32,114,363,60,6.05,8,6,20,126
0,4002,137,1,0,A,2,11.67,3,3,16,29,110,153.5,16,9.59,7.5,12.5,16,128
0,4003,125,1,1,S,4,5.29,7,3,18,25,67,99,21,4.71,5,5,18,126
0,4016,101,1,0,A,1,30.5,2,2,20,25,98,375,16,23.44,36,36,20,93
1,4017,89,1,1,A,1,15,1,0,18,23,64,129,13,9.92,12,15,18,85
1,4026,137,1,1,S,4,3.54,13,9,15,35,87,203,63,3.22,4,2,15,129
1,4048,137,1,1,A,1,17,1,0,18,29,77,179,16,11.19,20,17,18,103
0,4052,101,1,1,A,1,6.67,3,3,21,23,78,71,17,4.18,8,10,21,93
1,4055,29,1,1,E,4,10.4,5,3,16,7,44,132,13,10.15,2,10,15,29
0,4060,101,1,1,A,3,10,4,4,15,26,97,154,14,11,4,10,8,93
0,4062,53,1,0,A,1,15,1,0,20,14,59,60,5,12,10,15,20,52
0,4081,65,1,0,A,1,15,1,1,18,18,54,150,10,15,0,15,5,185
0,4082,89,1,1,S,2,28.6,5,3,17,28,113,707,27,26.19,23,35,17,89
0,4094,89,1,0,E,4,6.33,3,2,21,13,49,52,9,5.78,9,1,20,79
0,4119,65,0,0,A,1,30,2,2,24,20,85,510,9,56.67,95,35,24,66
0,4127,125,1,0,A,2,15,3,3,18,26,82,164,13,12.62,5,15,18,119
0,4128,101,1,1,A,1,15,2,2,17,28,92,192,14,13.71,20,20,6,92
0,4132,113,1,1,A,3,14.75,4,2,19,29,103,230,21,10.95,15,10,19,111
0,4140,77,1,1,A,1,30.75,4,2,25,25,88,454,20,22.7,40,20,8,67
1,4150,137,1,1,A,2,16.33,3,0,17,32,97,172,16,10.75,17,12,17,126
0,4152,137,1,1,A,3,13,3,0,19,38,127,316,25,12.64,21,21,6,128
0,4163,65,1,1,A,1,22.33,3,1,20,24,94,379,19,19.95,20,25,16,65
1,4187,125,1,1,A,1,28,1,1,28,33,126,539,34,15.85,23,25,14,122
0,4194,137,0,0,A,1,150,2,1,18,37,93,1000,9,111.11,50,150,18,130
0,4200,77,1,1,A,1,0,0,0,,22,95,1505,24,62.71,75,50,16,66
0,4208,89,1,0,A,1,32,1,0,18,22,77,337,6,56.17,75,32,18,77
1,4211,89,1,1,S,3,25.2,5,3,18,26,79,233,13,17.92,31,25,18,81
1,4225,137,1,1,A,1,11,1,0,18,28,98,183,26,7.04,6,11,18,128
0,4240,77,1,1,A,1,13,2,1,18,17,48,74,10,7.4,10,15,18,76
1,4243,137,1,0,A,2,12.5,2,0,19,31,72,97,10,9.7,10,15,19,109
1,4254,113,1,1,S,2,17.5,2,0,19,30,118,342,20,17.1,10,20,6,109
0,4284,113,1,0,L,1,25,2,0,15,28,100,212,9,23.56,48,25,15,102
0,4288,125,1,1,S,3,5.5,6,4,19,30,103,146,24,6.08,13,4,19,125
0,4300,113,1,1,A,2,15.4,5,3,17,26,122,649,61,10.64,14,15,15,123
0,4303,65,1,0,A,1,100,1,1,22,17,91,425,5,85,75,100,8,53
1,4314,137,1,1,S,4,6,5,3,17,34,99,158,29,5.45,5,5,17,130
0,4315,137,1,1,A,1,13,2,1,26,33,111,177,21,8.43,11,9,7,126
1,4320,41,1,1,A,3,12.75,4,3,15,14,55,66,6,11,11,16,15,45
0,4321,137,1,1,A,1,9.8,5,3,21,33,128,390,80,4.88,12,10,8,130
0,4340,137,1,0,A,1,25,1,0,30,38,103,398,22,18.09,15,25,18,122
0,4347,137,1,1,S,4,11,10,7,18,33,108,682,55,12.4,20,10,16,130
0,4352,137,1,1,A,1,23,1,1,24,30,73,175,10,17.5,20,23,24,124
1,4390,125,1,1,S,3,12.25,4,3,20,26,93,246,28,8.79,9,14,20,125
1,4393,101,1,1,A,1,10,3,1,18,24,106,295,31,9.52,12,10,4,105
0,4404,113,1,1,A,2,19.25,4,1,18,29,97,182,13,14,20,25,18,113
0,4410,137,1,1,S,2,10.67,3,1,19,35,134,407,38,10.71,20,10,18,128
0,4414,89,1,1,A,4,9.3,5,2,18,25,71,131.5,18,7.31,7,10,18,88
0,4415,113,1,1,S,2,14,3,1,19,33,87,256,29,8.83,10,15,19,111
0,4417,77,1,1,S,4,8.25,8,6,17,25,102,233.5,31,7.53,7,6,16,76
0,4425,137,1,0,A,2,16,2,2,16,27,111,138,12,11.5,13,15,6,103
0,4427,101,1,1,S,2,10.4,5,3,21,22,97,240,26,9.23,10,12,21,93
0,4432,77,1,1,A,1,14.67,3,3,21,25,73,194,11,17.64,20,16,21,67
0,4440,137,1,1,A,4,21.2,5,4,16,31,92,626,32,19.56,30,25,16,138
0,4445,89,1,0,A,1,11.67,3,2,19,25,66,130,15,8.67,10,13,19,81
0,4463,77,1,0,A,1,20,1,1,17,18,80,140,9,15.56,15,20,6,66
0,4482,137,1,1,A,1,20,2,2,21,34,127,528,32,16.5,23,20,17,130
0,4501,113,1,1,S,4,12.17,6,3,17,27,100,238,24,9.92,11,10,16,105
0,4503,113,1,0,A,2,15,2,0,15,28,84,175,13,13.46,15,10,15,104
1,4513,113,1,1,A,1,19,2,1,26,26,65,104,8,13,10,20,26,104
1,4522,89,1,0,A,2,23.33,3,2,16,17,70,177,11,16.09,15,10,5,78
0,4532,101,1,1,A,1,11.75,4,1,25,28,111,184,19,9.68,12,12,24,90
1,4544,122,1,1,A,1,21.25,4,1,11,37,174,750,38,19.74,15,20,9,122
0,4553,113,1,1,A,1,10,1,0,16,21,83,159,17,9.35,7,10,16,94
0,4566,137,1,1,S,2,17.5,4,2,18,32,91,253,19,13.32,17,25,18,107
1,4588,137,1,1,A,1,12.33,3,2,24,34,129,398,32,12.44,22,25,5,123
0,4589,53,1,1,A,3,5.67,6,2,18,18,65,95,15,6.33,6,5,18,50
0,4590,137,1,1,A,1,15.25,4,4,19,33,118,285,21,13.57,20,19,19,128
0,4592,137,1,0,A,1,52.5,2,1,20,30,106,377,14,26.93,90,100,17,95
0,4594,65,1,1,S,2,21.67,3,2,16,21,103,250,14,17.86,29,15,5,64
0,4605,89,1,0,A,1,50,2,0,17,28,74,355,9,39.44,25,50,17,138
1,4606,113,1,0,A,1,25,2,0,15,28,92,297,12,24.75,7,25,15,103
0,4627,65,1,1,S,4,9.75,8,7,21,21,81,183,25,7.32,13,6,18,56
1,4629,137,1,1,S,3,11.4,5,4,16,36,90,241.5,34,7.1,18,12,16,130
0,4631,77,1,1,A,1,22.5,2,1,26,24,102,410,18,22.78,22,25,5,74
0,4632,137,1,1,A,1,8,3,3,12,41,123,490,31,15.81,20,12,5,130
1,4638,113,1,1,A,1,25.33,3,2,22,30,122,827,32,25.84,13,25,10,104
0,4644,65,1,0,A,2,12,4,3,16,21,87,131,13,10.08,10,6,15,63
0,4645,113,1,0,A,1,18.5,2,0,22,29,99,207,16,12.94,16,20,6,102
0,4655,137,1,1,A,4,13.33,6,4,18,36,89,240,25,9.6,18,23,18,129
0,4657,65,1,0,A,1,12,2,2,24,17,70,109,12,9.08,12,15,24,127
1,4693,137,1,1,S,4,17.44,9,4,10,36,127,498,41,12.15,16,18,5,126
0,4726,137,1,1,A,1,10,4,2,19,41,130,344,32,10.75,15,10,19,126
0,4729,77,1,1,S,2,14,4,4,21,24,112,429,31,13.84,15,15,21,76
0,4732,89,1,1,A,1,7,3,2,26,25,95,99,19,5.21,8,6,19,85
0,4739,125,1,1,S,3,14.2,5,4,17,33,84,314,30,10.47,10,15,17,122
0,4746,113,1,1,S,2,23.75,4,1,14,32,122,593,24,24.71,31,26,4,111
0,4748,137,1,1,S,4,13.33,3,1,18,31,110,188,22,8.55,11,14,18,128
0,4755,137,1,1,A,1,25,2,2,23,31,128,527,28,18.82,47,25,23,130
0,4760,77,1,0,E,1,15,1,1,15,19,73,90,6,15,10,15,15,77
0,4767,137,1,1,S,2,10,2,2,24,31,106,646,34,19,99,100,5,126
0,4786,41,0,0,A,1,100,1,1,21,14,79,200,2,100,0,100,21,45
0,4804,41,1,1,A,1,12.33,3,3,21,14,63,82,6,13.67,15,20,16,45
0,4805,113,1,1,A,1,12,2,1,24,27,85,155,18,8.61,9,12,24,113
0,4820,101,1,1,A,1,19.8,5,2,19,32,123,489,30,16.3,28,33,4,93
0,4829,137,1,1,S,4,6,7,6,16,31,100,162,29,5.59,7,3,15,117
1,4847,137,1,1,A,1,20,1,1,21,30,83,94,15,6.27,17,20,21,131
0,4849,53,1,1,A,4,9.43,7,5,16,20,67,126,15,8.4,8,10,16,53
0,4869,41,1,1,A,2,12,4,4,16,18,64,133,10,13.3,15,10,9,114
0,4878,137,1,1,A,1,15,2,2,24,33,99,124,17,7.29,13,15,24,128
0,4879,137,1,0,A,1,20,2,2,21,31,101,154,11,14,15,20,10,114
1,4881,41,1,1,S,3,10,7,6,16,17,57,120,13,9.23,6,9,16,45
0,4882,137,1,1,A,1,25,3,1,26,37,101,432,29,14.9,23,28,26,130
0,4885,77,1,1,S,2,34.2,5,2,17,25,76,370,14,26.43,31,35,17,75
0,4890,137,1,1,S,3,13.83,6,2,20,35,129,398,35,11.37,13,18,7,128
1,4891,89,1,0,A,2,10,3,1,18,23,78,132,12,11,14,10,18,85
1,4907,137,1,1,S,4,16.86,7,5,23,33,109,601,44,13.66,22.5,16,23,130
1,4917,137,1,1,S,3,13.67,3,1,18,20,57,186,19,9.79,13,15,18,112
0,4956,137,1,1,S,2,14.5,4,4,17,32,101,267,32,8.34,22,25,17,130
0,4964,113,1,1,A,2,9.25,4,1,18,28,99,129,18,7.17,7,5,18,105
0,4981,137,1,1,A,1,30,1,1,17,34,119,245,13,18.85,25,30,13,126
1,4991,65,1,1,L,1,23,1,1,15,21,77,235,14,16.79,13,23,15,64
0,5003,41,1,0,A,2,20,2,1,16,14,46,86,5,17.2,10,20,16,113
0,5021,137,1,1,S,4,7.2,10,5,17,30,90,152,28,5.43,8,10,17,113
0,5023,137,1,1,A,1,10.75,4,2,17,33,81,145,23,6.3,24,25,17,115
0,5038,113,1,1,A,3,31,3,3,17,30,121,588,19,30.95,75,33,17,113
0,5051,125,1,0,A,1,20.67,3,1,18,33,102,255,16,15.94,16,15,18,125
0,5059,77,1,0,A,1,16.5,2,1,24,19,49,93,8,11.63,13,15,24,76
1,5070,137,1,1,A,1,12.5,4,3,17,33,115,157,20,7.85,18,10,17,130
0,5071,77,1,1,S,3,17.13,8,5,18,22,96,275,23,11.96,20,20,18,67
1,5074,137,1,1,A,1,26,1,1,24,31,120,389,17,22.88,15,26,24,115
0,5111,113,1,1,S,2,11.67,3,2,19,31,82,186,23,8.09,10,13,19,110
1,5123,137,1,1,S,3,7,4,4,21,32,74,132.5,25,5.3,6.5,5,18,130
1,5140,125,1,1,S,3,8,4,1,17,29,108,209,34,6.15,9,9,17,124
1,5144,113,1,1,S,2,12.67,3,2,18,29,123,332,33,10.06,12,10,5,105
0,5164,137,1,1,A,1,18,2,2,21,34,99,591,50,11.82,19,19,21,130
1,5172,137,1,1,S,2,16,2,1,16,31,99,191,18,10.61,12,10,5,130
1,5180,101,1,1,S,2,15,2,2,17,30,108,310,33,9.39,13,10,5,110
0,5208,137,1,1,S,2,25,2,0,18,34,140,502,37,13.57,20,25,18,128
0,5230,41,1,0,A,1,15,2,2,22,16,66,80,7,11.43,5,10,18,40
0,5243,41,1,1,S,4,16.88,8,7,17,16,60,194,15,12.93,20,10,17,45
0,5261,53,1,1,S,4,11.1,10,8,20,20,65,237,25,9.48,10,10,20,53
0,5267,89,1,0,A,2,17.75,4,3,16,25,82,186,11,16.91,15,25,16,86
1,5272,113,1,0,A,1,16,1,0,26,26,62,84,7,12,11,16,26,109
0,5281,137,1,1,A,1,10,1,0,18,32,108,324,26,12.46,20,10,18,130
0,5290,125,1,1,S,2,10,2,1,18,30,101,207,25,8.28,7,10,5,115
0,5291,137,1,1,S,4,26.2,5,4,19,34,86,390,23,16.96,36,0,6,123
0,5295,137,1,1,S,2,20.25,4,3,20,34,110,352,24,14.67,18,20,18,129
0,5300,77,1,0,A,1,19,2,1,26,18,61,79,5,15.8,10,20,26,77
0,5302,137,1,1,S,3,7.4,5,2,18,31,93,142,28,5.07,7,8,18,130
0,5303,137,1,1,S,3,7.33,6,4,18,31,105,174,32,5.44,7,9,18,129
1,5321,29,1,1,A,1,25,4,2,18,14,69,225,9,25,0,25,8,44
0,5327,77,1,1,A,2,22.33,3,3,22,24,90,242,14,17.29,20,15,18,77
1,5331,113,1,1,S,4,13.33,9,7,10,41,102,254,22,11.55,20,15,4,112
1,5335,77,1,1,S,3,11,3,3,17,24,76,171,16,10.69,10,10,17,76
0,5354,137,1,1,A,1,20,1,0,18,32,117,224,21,10.67,15,15,10,121
0,5365,101,1,1,A,2,10,4,0,15,27,113,146,23,6.35,9,9,13,97
1,5366,29,1,1,A,4,8.2,5,3,20,11,40,111,8,13.88,23,20,18,108
0,5374,137,1,1,S,4,10.5,4,2,21,34,111,192,20,9.6,7,5,8,129
1,5404,137,0,1,A,1,20,1,0,18,32,76,228,13,17.54,95,20,18,122
0,5405,113,1,1,S,2,7.5,4,4,18,29,82,104,13,8,5,10,18,113
0,5407,137,1,1,A,1,37.5,2,0,26,34,131,921,35,26.31,195,25,26,128
0,5420,113,1,1,S,3,7.4,5,3,19,23,80,191,29,6.59,5,9,19,112
0,5424,125,1,1,A,1,25,1,0,26,32,118,1244,27,46.07,160,25,5,119
0,5467,53,1,1,A,1,89.6,5,1,19,22,98,824,12,68.67,75,91,15,53
0,5477,137,1,1,A,1,9.5,2,2,24,25,103,189,29,6.52,7,8,18,124
0,5478,137,1,1,A,1,9.67,3,3,25,29,98,124,20,6.2,8,10,19,130
0,5492,125,1,1,A,1,5.4,5,5,24,33,75,114,19,6,8,10,24,115
1,5496,137,1,1,A,1,10,1,0,18,27,85,207,18,11.5,8,10,18,126
0,5497,127,1,1,S,4,5,6,5,17,35,142,245,47,5.21,12,5,4,127
0,5502,137,1,1,L,1,12,2,1,15,33,84,275,27,10.19,9,10,15,129
1,5510,137,1,1,A,1,11.13,8,5,17,45,125,390,37,10.54,16,15,11,128
1,5511,137,1,1,A,1,15,1,0,19,18,102,488,22,22.18,33,20,17,126
1,5524,29,1,1,A,3,11.33,3,2,15,13,63,125,9,13.89,11,15,6,29
1,5532,65,1,1,S,2,10,2,2,21,24,103,139,14,9.93,10,14,4,64
0,5537,125,1,1,A,1,11.5,4,3,25,35,120,232,37,6.27,13,11,16,128
1,5546,137,1,1,A,3,11.67,3,1,23,33,77,170,18,9.44,10,10,18,111
0,5556,137,1,1,A,1,13,2,2,21,30,80,158,27,5.85,12,14,21,130
0,5583,137,1,1,S,2,7.33,3,3,21,33,80,207,37,5.59,7,10,21,130
0,5592,113,1,0,A,1,50,1,0,18,31,116,605,12,50.42,95,100,6,106
0,5601,89,1,1,S,2,25,3,2,18,27,109,392,18,21.78,15,25,18,81
0,5604,65,1,0,A,1,15,1,0,23,18,77,106,10,10.6,17,15,23,63
1,5610,125,1,1,A,1,10,2,2,26,33,131,451,60,7.52,7,10,4,121
1,5613,125,1,1,A,1,10.33,3,2,18,30,113,158,19,8.32,10,15,13,124
1,5614,137,1,1,A,4,18.5,6,5,15,35,99,288,21,13.71,16,15,4,129
0,5616,65,1,1,A,2,14,5,5,20,20,76,161,15,10.73,15,16,20,56
0,5629,137,1,1,A,1,25,3,1,19,33,100,376,29,12.97,20,25,19,130
0,5636,125,1,1,A,2,15,2,1,15,30,118,347.25,39,8.9,15,10,15,119
1,5642,113,1,1,S,3,21.33,6,2,18,30,124,1196,69,17.33,43,25,10,111
0,5665,113,0,1,A,1,27.5,2,2,21,29,95,219,10,21.9,97,30,21,113
0,5681,137,1,1,A,1,20,1,0,26,34,87,449,24,18.71,25,20,26,131
0,5699,137,1,1,S,4,5,9,5,15,31,103,168,42,4,4,5,5,120
0,5718,113,1,1,A,1,100,1,1,16,28,117,620,10,62,97,100,16,113
1,5733,113,1,1,S,3,6.8,5,1,16,27,75,257,30,8.57,17,7,16,104
